Date,open,high,close,low,Volume
2014-09-08,481.81,489.83,474.60,468.79,30238000.00
2014-09-09,474.88,477.38,475.26,467.78,21447800.00
2014-09-10,475.48,487.47,479.36,475.14,22787800.00
2014-09-11,479.62,482.35,479.75,474.61,16852900.00
2014-09-12,479.58,479.63,477.75,473.01,15437200.00
2014-09-13,477.79,482.12,479.00,475.10,15588000.00
2014-09-14,479.12,479.85,477.89,476.12,13105500.00
2014-09-15,477.77,478.62,475.37,474.02,15345200.00
2014-09-16,474.86,475.64,466.06,465.13,16797300.00
2014-09-17,465.86,468.17,457.33,452.42,21056800.00
2014-09-18,456.86,456.86,424.44,413.10,34483200.00
2014-09-19,424.10,427.83,394.80,384.53,37919700.00
2014-09-20,394.67,423.30,408.90,389.88,36863600.00
2014-09-21,408.08,412.43,398.82,393.18,26580100.00
2014-09-22,399.10,406.92,402.15,397.13,24127600.00
2014-09-23,402.09,441.56,435.79,396.20,45099500.00
2014-09-24,435.75,436.11,423.20,421.13,30627700.00
2014-09-25,423.16,423.52,411.57,409.47,26814400.00
2014-09-26,411.43,414.94,404.42,400.01,21460800.00
2014-09-27,403.56,406.62,399.52,397.37,15029300.00
2014-09-28,399.47,401.02,377.18,374.33,23613300.00
2014-09-29,376.93,385.21,375.47,372.24,32497700.00
2014-09-30,376.09,390.98,386.94,373.44,34707300.00
2014-10-01,387.43,391.38,383.61,380.78,26229400.00
2014-10-02,383.99,385.50,375.07,372.95,21777700.00
2014-10-03,375.18,377.70,359.51,357.86,30901200.00
2014-10-04,359.89,364.49,328.87,325.89,47236500.00
2014-10-05,328.92,341.80,320.51,289.30,83308096.00
2014-10-06,320.39,345.13,330.08,302.56,79011800.00
2014-10-07,330.58,339.25,336.19,320.48,49199900.00
2014-10-08,336.12,354.36,352.94,327.19,54736300.00
2014-10-09,352.75,382.73,365.03,347.69,83641104.00
2014-10-10,364.69,375.07,361.56,352.96,43665700.00
2014-10-11,361.36,367.19,362.30,355.95,13345200.00
2014-10-12,362.61,379.43,378.55,356.14,17552800.00
2014-10-13,377.92,397.23,390.41,368.90,35221400.00
2014-10-14,391.69,411.70,400.87,391.32,38491500.00
2014-10-15,400.95,402.23,394.77,388.77,25267100.00
2014-10-16,394.52,398.81,382.56,373.07,26990000.00
2014-10-17,382.76,385.48,383.76,375.39,13600700.00
2014-10-18,383.98,395.16,391.44,378.97,11416800.00
2014-10-19,391.25,393.94,389.55,386.46,5914570.00
2014-10-20,389.23,390.08,382.85,378.25,16419000.00
2014-10-21,382.42,392.65,386.48,380.83,14188900.00
2014-10-22,386.12,388.58,383.16,382.25,11641300.00
2014-10-23,382.96,385.05,358.42,356.45,26456900.00
2014-10-24,358.59,364.35,358.35,353.30,15585700.00
2014-10-25,358.61,359.86,347.27,342.88,18127500.00
2014-10-26,347.49,359.22,354.70,343.93,11272500.00
2014-10-27,354.78,358.63,352.99,349.81,13033000.00
2014-10-28,353.21,359.98,357.62,352.68,7845880.00
2014-10-29,357.09,357.83,335.59,335.34,18192700.00
2014-10-30,335.71,350.91,345.30,335.07,30177900.00
2014-10-31,345.01,348.05,338.32,337.14,12545400.00
2014-11-01,338.65,340.53,325.75,321.05,16677200.00
2014-11-02,326.08,329.05,325.89,320.63,8603620.00
2014-11-03,325.57,334.00,327.55,325.48,12948500.00
2014-11-04,327.16,331.77,330.49,325.08,15655500.00
2014-11-05,330.68,343.37,339.49,330.68,19817200.00
2014-11-06,339.46,352.97,349.29,338.42,18797000.00
2014-11-07,349.82,352.73,342.42,341.78,16834200.00
2014-11-08,342.15,347.03,345.49,342.15,8535470.00
2014-11-09,345.38,363.63,363.26,344.26,24205600.00
2014-11-10,362.27,374.82,366.92,357.56,30450100.00
2014-11-11,365.86,371.31,367.70,363.73,15838900.00
2014-11-12,367.98,429.72,423.56,367.98,45783200.00
2014-11-13,427.27,457.09,420.73,401.12,58945000.00
2014-11-14,418.42,419.25,397.82,384.79,29589200.00
2014-11-15,399.65,405.53,376.13,371.01,15727500.00
2014-11-16,374.73,390.80,387.88,374.60,11905600.00
2014-11-17,388.35,410.20,387.41,377.50,41518800.00
2014-11-18,387.79,392.40,375.20,371.12,32222500.00
2014-11-19,373.90,386.48,380.55,373.90,18931800.00
2014-11-20,380.31,382.02,357.84,356.78,25233200.00
2014-11-21,357.88,357.88,350.85,344.11,29850100.00
2014-11-22,351.60,364.84,352.92,350.88,15273000.00
2014-11-23,353.17,370.85,367.57,353.17,15151600.00
2014-11-24,366.95,387.21,376.90,366.67,30930100.00
2014-11-25,376.89,394.70,375.35,374.78,25442200.00
2014-11-26,376.02,377.70,368.37,365.82,18601700.00
2014-11-27,370.50,373.99,369.67,368.28,8748030.00
2014-11-28,369.37,382.84,376.45,358.45,22946500.00
2014-11-29,376.15,387.60,375.49,372.14,15375600.00
2014-11-30,375.51,382.53,378.05,373.31,9194440.00
2014-12-01,378.25,383.66,379.24,376.67,11763000.00
2014-12-02,379.25,384.04,381.32,377.86,12364100.00
2014-12-03,381.72,383.03,375.01,374.35,13340100.00
2014-12-04,375.72,378.65,369.60,367.76,14529600.00
2014-12-05,369.44,379.19,376.85,365.76,15181800.00
2014-12-06,376.76,378.45,374.79,370.95,7009320.00
2014-12-07,374.84,376.29,375.10,373.27,6491650.00
2014-12-08,374.96,376.03,361.91,361.89,18898700.00
2014-12-09,361.89,363.07,352.22,344.95,32915500.00
2014-12-10,352.20,352.38,346.36,346.36,16427700.00
2014-12-11,344.34,361.36,350.51,338.76,32431300.00
2014-12-12,350.83,352.98,352.54,349.29,16989800.00
2014-12-13,352.38,352.38,347.38,346.59,11675900.00
2014-12-14,346.73,353.32,351.63,345.42,12415200.00
2014-12-15,351.36,351.82,345.35,344.93,17264200.00
2014-12-16,345.67,345.86,327.06,327.06,30864900.00
2014-12-17,326.86,333.95,319.78,315.15,37567900.00
2014-12-18,319.79,323.71,311.40,304.23,39173000.00
2014-12-19,311.18,318.53,317.84,306.77,23823100.00
2014-12-20,317.62,330.33,329.96,316.04,20856700.00
2014-12-21,329.54,329.63,320.84,318.90,15207600.00
2014-12-22,321.07,334.12,331.89,320.42,22315100.00
2014-12-23,332.02,336.29,334.57,329.60,16574200.00
2014-12-24,334.39,334.74,322.53,321.36,15092300.00
2014-12-25,322.29,322.67,319.01,316.96,9883640.00
2014-12-26,319.15,331.42,327.92,316.63,16410500.00
2014-12-27,327.58,328.91,315.86,312.63,15185200.00
2014-12-28,316.16,320.03,317.24,311.08,11676600.00
2014-12-29,317.70,320.27,312.67,312.31,12302500.00
2014-12-30,312.72,314.81,310.74,309.37,12528300.00
2014-12-31,310.91,320.19,320.19,310.21,13942900.00
2015-01-01,320.43,320.43,314.25,314.00,8036550.00
2015-01-02,314.08,315.84,315.03,313.57,7860650.00
2015-01-03,314.85,315.15,281.08,281.08,33054400.00
2015-01-04,281.15,287.23,264.20,257.61,55629100.00
2015-01-05,265.08,278.34,274.47,265.08,43962800.00
2015-01-06,274.61,287.55,286.19,272.70,23245700.00
2015-01-07,286.08,298.75,294.34,283.08,24866800.00
2015-01-08,294.14,294.14,283.35,282.17,19982500.00
2015-01-09,282.38,291.11,290.41,280.53,18718600.00
2015-01-10,287.30,288.13,274.80,273.97,15264300.00
2015-01-11,274.61,279.64,265.66,265.04,18200800.00
2015-01-12,266.15,272.20,267.80,265.20,18880300.00
2015-01-13,267.39,268.28,225.86,219.91,72843904.00
2015-01-14,223.89,223.89,178.10,171.51,97638704.00
2015-01-15,176.90,229.07,209.84,176.90,81773504.00
2015-01-16,209.07,221.59,208.10,199.77,38421000.00
2015-01-17,207.83,211.73,199.26,194.88,23469700.00
2015-01-18,200.05,218.70,210.34,194.51,30085100.00
2015-01-19,211.47,216.73,214.86,207.32,18658300.00
2015-01-20,212.91,215.24,211.32,205.15,24051100.00
2015-01-21,211.38,227.79,226.90,211.21,29924600.00
2015-01-22,227.32,237.02,233.41,226.43,33544600.00
2015-01-23,233.52,234.85,232.88,225.20,24621700.00
2015-01-24,232.70,248.21,247.85,230.02,24782500.00
2015-01-25,247.35,255.07,253.72,243.89,33582700.00
2015-01-26,254.08,309.38,273.47,254.08,106794000.00
2015-01-27,273.17,275.48,263.48,250.65,44399000.00
2015-01-28,263.35,266.54,233.91,227.05,44352200.00
2015-01-29,233.35,238.71,233.51,220.71,32213400.00
2015-01-30,232.77,242.85,226.43,225.84,26605200.00
2015-01-31,226.44,233.50,217.46,216.31,23348200.00
2015-02-01,216.87,231.57,226.97,212.01,29128500.00
2015-02-02,226.49,242.18,238.23,222.66,30612100.00
2015-02-03,237.45,245.96,227.27,224.48,40783700.00
2015-02-04,227.51,230.06,226.85,221.11,26594300.00
2015-02-05,227.66,239.40,217.11,214.73,22516400.00
2015-02-06,216.92,230.51,222.27,216.23,24435300.00
2015-02-07,222.63,230.30,227.75,222.61,21604200.00
2015-02-08,227.69,229.44,223.41,221.08,17145200.00
2015-02-09,223.39,223.98,220.11,217.02,27791300.00
2015-02-10,220.28,221.81,219.84,215.33,21115100.00
2015-02-11,219.73,223.41,219.18,218.07,17201900.00
2015-02-12,219.21,222.20,221.76,217.61,15206200.00
2015-02-13,221.97,240.26,235.43,221.26,42744400.00
2015-02-14,235.53,259.81,257.32,235.53,49732500.00
2015-02-15,257.51,265.61,234.82,227.68,56552400.00
2015-02-16,234.82,239.52,233.84,229.02,28153700.00
2015-02-17,233.42,245.77,243.61,232.31,27363100.00
2015-02-18,243.78,244.25,236.33,232.34,25200800.00
2015-02-19,236.41,242.67,240.28,235.59,18270500.00
2015-02-20,240.25,247.10,243.78,239.30,23876700.00
2015-02-21,243.75,255.32,244.53,243.18,12284200.00
2015-02-22,244.54,246.39,235.98,233.85,19527000.00
2015-02-23,235.99,240.11,238.89,232.42,16400000.00
2015-02-24,239.00,239.90,238.74,236.40,14200400.00
2015-02-25,238.89,239.34,237.47,235.53,11496200.00
2015-02-26,237.34,237.71,236.43,234.26,13619400.00
2015-02-27,236.44,256.65,253.83,236.44,44013900.00
2015-02-28,253.52,254.69,254.26,249.48,13949300.00
2015-03-01,254.28,261.66,260.20,245.93,25213700.00
2015-03-02,260.36,276.30,275.67,258.31,40465700.00
2015-03-03,275.05,285.80,281.70,268.16,50461300.00
2015-03-04,281.99,284.23,273.09,268.13,41383000.00
2015-03-05,272.74,281.67,276.18,264.77,41302400.00
2015-03-06,275.60,277.61,272.72,270.02,28918900.00
2015-03-07,272.29,277.85,276.26,270.13,17825900.00
2015-03-08,276.43,277.86,274.35,272.57,22067900.00
2015-03-09,274.81,292.70,289.61,273.89,59178200.00
2015-03-10,289.86,300.04,291.76,289.74,67770800.00
2015-03-11,291.52,297.39,296.38,290.51,33963900.00
2015-03-12,296.13,297.09,294.35,292.41,32585200.00
2015-03-13,294.12,294.50,285.34,285.34,31421500.00
2015-03-14,284.44,286.34,281.89,280.98,22612300.00
2015-03-15,281.42,286.53,286.39,281.00,11970100.00
2015-03-16,285.68,294.11,290.59,285.68,21516100.00
2015-03-17,290.60,292.36,285.51,284.37,21497200.00
2015-03-18,285.07,285.34,256.30,249.87,57008000.00
2015-03-19,255.88,264.24,260.93,248.64,52732000.00
2015-03-20,260.96,264.85,261.75,259.16,18456700.00
2015-03-21,261.64,262.20,260.02,255.65,17130100.00
2015-03-22,259.92,269.75,267.96,259.59,18438100.00
2015-03-23,267.89,277.30,266.74,261.74,22811900.00
2015-03-24,266.58,267.00,245.60,244.15,40073700.00
2015-03-25,247.47,249.19,246.20,236.51,35866900.00
2015-03-26,246.28,254.35,248.53,244.90,25730000.00
2015-03-27,248.57,256.81,247.03,245.21,17274900.00
2015-03-28,246.98,254.21,252.80,246.98,16040900.00
2015-03-29,252.74,253.14,242.71,240.85,21699400.00
2015-03-30,242.88,249.24,247.53,239.21,23009600.00
2015-03-31,247.45,248.73,244.22,242.74,22672000.00
2015-04-01,244.22,247.54,247.27,241.16,22877200.00
2015-04-02,247.09,254.46,253.01,245.42,26272600.00
2015-04-03,253.07,256.04,254.32,251.88,23146600.00
2015-04-04,254.29,255.26,253.70,251.10,12493500.00
2015-04-05,253.76,260.67,260.60,251.94,19649200.00
2015-04-06,260.72,261.80,255.49,254.57,20034200.00
2015-04-07,255.27,255.80,253.18,252.21,18467400.00
2015-04-08,253.06,253.85,245.02,244.21,30086400.00
2015-04-09,244.75,246.12,243.68,239.40,21643500.00
2015-04-10,243.69,243.69,236.07,232.77,28882000.00
2015-04-11,236.02,239.54,236.55,234.18,16365200.00
2015-04-12,236.54,237.73,236.15,233.49,12387900.00
2015-04-13,235.95,236.93,224.59,222.00,31181800.00
2015-04-14,224.76,224.98,219.16,216.32,31719000.00
2015-04-15,219.07,223.83,223.83,218.65,22562000.00
2015-04-16,223.92,229.67,228.57,223.92,24805400.00
2015-04-17,228.57,228.91,222.88,221.94,20429800.00
2015-04-18,222.85,224.32,223.36,220.88,12939000.00
2015-04-19,223.46,226.35,222.60,222.37,15021500.00
2015-04-20,222.61,226.35,224.63,221.98,18364700.00
2015-04-21,224.62,235.27,235.27,224.30,24978000.00
2015-04-22,235.60,237.91,234.18,233.48,23847900.00
2015-04-23,234.05,236.48,236.46,233.20,17036000.00
2015-04-24,235.97,236.30,231.27,229.93,21448700.00
2015-04-25,231.24,232.56,226.39,226.34,13957200.00
2015-04-26,226.41,226.94,219.43,214.87,28943700.00
2015-04-27,219.43,233.30,229.29,218.02,38574000.00
2015-04-28,228.97,229.49,225.85,223.07,21469200.00
2015-04-29,225.59,227.04,225.81,223.43,18936500.00
2015-04-30,225.69,239.56,236.15,224.99,33818600.00
2015-05-01,235.94,238.97,232.08,232.08,18815300.00
2015-05-02,232.34,235.73,234.93,232.34,12535500.00
2015-05-03,234.88,243.24,240.36,234.08,18494100.00
2015-05-04,240.36,242.64,239.02,237.81,21223400.00
2015-05-05,238.85,239.20,236.12,232.05,23929100.00
2015-05-06,236.25,236.45,229.78,229.23,29587200.00
2015-05-07,229.66,239.10,237.33,228.57,29064400.00
2015-05-08,237.20,246.27,243.86,236.27,27445500.00
2015-05-09,243.77,247.80,241.83,239.64,19790500.00
2015-05-10,241.73,244.07,240.30,238.85,15019100.00
2015-05-11,240.30,244.27,242.16,239.38,20892300.00
2015-05-12,242.15,242.88,241.11,240.10,19282600.00
2015-05-13,241.40,243.70,236.38,235.04,27180100.00
2015-05-14,236.21,237.80,236.93,234.06,24413700.00
2015-05-15,236.96,238.75,237.60,236.79,16329400.00
2015-05-16,237.64,237.70,236.15,235.29,11089700.00
2015-05-17,236.01,238.02,236.80,236.01,11134300.00
2015-05-18,236.89,237.21,233.13,232.46,16780300.00
2015-05-19,233.04,234.15,231.95,231.82,14241900.00
2015-05-20,231.89,234.68,234.02,231.84,15499400.00
2015-05-21,234.02,236.24,235.34,233.84,15108900.00
2015-05-22,235.32,240.97,240.35,235.06,27003000.00
2015-05-23,240.29,241.02,238.87,238.69,14605000.00
2015-05-24,238.98,241.98,240.95,238.81,11508000.00
2015-05-25,240.93,241.02,237.11,236.64,14423900.00
2015-05-26,237.10,238.24,237.12,235.69,16425000.00
2015-05-27,237.07,238.64,237.28,236.70,18837000.00
2015-05-28,237.26,237.82,237.41,236.65,13829600.00
2015-05-29,237.38,237.52,237.10,235.73,14805000.00
2015-05-30,237.09,237.09,233.35,232.05,14098600.00
2015-05-31,233.13,233.25,230.19,229.54,14730800.00
2015-06-01,230.23,231.71,222.93,221.30,26090500.00
2015-06-02,222.89,226.42,225.80,222.42,20459000.00
2015-06-03,225.74,227.40,225.87,223.93,17752400.00
2015-06-04,225.77,226.58,224.32,224.05,14728100.00
2015-06-05,224.15,225.97,224.95,223.18,18056500.00
2015-06-06,225.01,225.72,225.62,224.38,11131500.00
2015-06-07,225.60,226.19,222.88,222.65,13318400.00
2015-06-08,222.88,229.46,228.49,222.84,23378400.00
2015-06-09,228.54,230.95,229.05,227.93,28353100.00
2015-06-10,228.99,229.78,228.80,228.01,15904800.00
2015-06-11,228.85,230.29,229.71,228.77,14416000.00
2015-06-12,229.71,231.06,229.98,229.31,14017700.00
2015-06-13,229.92,232.65,232.40,229.21,13305300.00
2015-06-14,232.44,234.86,233.54,232.00,12165900.00
2015-06-15,233.42,237.84,236.82,233.42,19912100.00
2015-06-16,236.76,251.74,250.90,236.12,41612000.00
2015-06-17,250.82,256.85,249.28,246.48,43858400.00
2015-06-18,249.43,252.11,249.01,244.13,30980200.00
2015-06-19,249.04,250.98,244.61,243.79,23965300.00
2015-06-20,244.53,245.83,245.21,240.63,20608100.00
2015-06-21,245.10,245.22,243.94,241.88,10600900.00
2015-06-22,243.97,247.92,246.99,243.78,17692500.00
2015-06-23,246.93,247.30,244.30,243.13,15108700.00
2015-06-24,244.28,244.34,240.51,240.51,17344900.00
2015-06-25,240.37,243.33,242.80,240.37,16133100.00
2015-06-26,242.60,243.75,243.59,241.55,13983500.00
2015-06-27,243.55,251.34,250.99,243.12,20488600.00
2015-06-28,250.96,251.17,249.01,247.43,15137600.00
2015-06-29,248.72,257.17,257.06,248.58,34742900.00
2015-06-30,257.04,267.87,263.07,255.95,44533800.00
2015-07-01,263.35,265.17,258.62,255.77,27029800.00
2015-07-02,258.55,261.63,255.41,254.12,21551900.00
2015-07-03,255.46,257.08,256.34,253.51,19033800.00
2015-07-04,256.49,261.46,260.89,254.20,15620400.00
2015-07-05,260.80,274.51,271.91,258.70,44156100.00
2015-07-06,271.11,277.42,269.03,267.60,49154800.00
2015-07-07,269.96,271.34,266.21,264.83,28857600.00
2015-07-08,265.98,272.97,270.79,264.39,36980200.00
2015-07-09,270.83,272.33,269.23,267.09,40301200.00
2015-07-10,269.16,294.59,284.89,268.80,100390000.00
2015-07-11,284.88,298.51,293.11,283.53,41109900.00
2015-07-12,293.14,314.39,310.87,292.51,56405000.00
2015-07-13,310.83,310.95,292.05,281.01,62053900.00
2015-07-14,292.03,296.15,287.46,286.64,28727200.00
2015-07-15,288.05,293.25,285.83,285.37,27486600.00
2015-07-16,286.04,291.18,278.09,275.24,49482600.00
2015-07-17,278.09,280.28,279.47,272.04,27591400.00
2015-07-18,279.33,282.53,274.90,274.08,25187100.00
2015-07-19,274.77,275.67,273.61,272.51,15332500.00
2015-07-20,273.50,278.98,278.98,272.96,22711400.00
2015-07-21,278.88,280.55,275.83,275.42,22930700.00
2015-07-22,275.66,277.67,277.22,274.38,19389800.00
2015-07-23,277.34,278.11,276.05,275.72,18531300.00
2015-07-24,276.01,289.25,288.28,275.25,37199400.00
2015-07-25,288.16,290.73,288.70,286.00,20662200.00
2015-07-26,288.64,293.05,292.69,287.71,16032300.00
2015-07-27,292.64,297.77,293.62,287.45,30592000.00
2015-07-28,293.63,296.65,294.43,293.42,25453600.00
2015-07-29,294.48,294.54,289.59,288.78,24672600.00
2015-07-30,289.10,290.13,287.72,286.57,21635800.00
2015-07-31,287.70,288.96,284.65,282.34,23629100.00
2015-08-01,284.69,284.93,281.60,278.11,18995000.00
2015-08-02,280.45,283.03,282.61,277.53,17722200.00
2015-08-03,282.81,285.47,281.23,280.23,21474100.00
2015-08-04,281.23,285.71,285.22,281.23,21908700.00
2015-08-05,284.85,285.50,281.88,281.49,20128000.00
2015-08-06,281.91,281.91,278.58,278.40,18792100.00
2015-08-07,278.74,280.39,279.58,276.37,42484800.00
2015-08-08,279.74,279.93,261.00,260.71,58533000.00
2015-08-09,261.12,267.00,265.08,260.47,23789600.00
2015-08-10,265.48,267.03,264.47,262.60,20979400.00
2015-08-11,264.34,270.39,270.39,264.09,25433900.00
2015-08-12,270.60,270.67,266.38,265.47,26815400.00
2015-08-13,266.18,266.23,264.08,262.84,27685500.00
2015-08-14,264.13,267.47,265.68,261.48,27091200.00
2015-08-15,265.53,266.67,261.55,261.30,19321100.00
2015-08-16,261.87,262.44,258.51,257.04,29717000.00
2015-08-17,258.49,260.51,257.98,257.12,21617900.00
2015-08-18,257.93,257.99,211.08,211.08,42147200.00
2015-08-19,225.67,237.41,226.68,222.77,60869200.00
2015-08-20,226.90,237.37,235.35,226.90,32275000.00
2015-08-21,235.35,236.43,232.57,231.72,23173800.00
2015-08-22,232.66,234.96,230.39,222.70,23205900.00
2015-08-23,230.38,232.71,228.17,225.58,18406600.00
2015-08-24,228.11,228.14,210.49,210.44,59220700.00
2015-08-25,210.07,226.32,221.61,199.57,61089200.00
2015-08-26,222.08,231.18,225.83,220.20,31808000.00
2015-08-27,226.05,228.64,224.77,223.68,21905400.00
2015-08-28,224.70,235.22,231.40,220.93,31336600.00
2015-08-29,231.55,233.22,229.78,227.33,17142500.00
2015-08-30,229.90,232.07,228.76,226.25,19412600.00
2015-08-31,229.11,231.96,230.06,225.91,20710700.00
2015-09-01,230.26,231.22,228.12,226.86,20575200.00
2015-09-02,228.03,230.58,229.28,226.48,18760400.00
2015-09-03,229.32,229.60,227.18,226.67,17482000.00
2015-09-04,227.21,230.90,230.30,227.05,20962400.00
2015-09-05,230.20,236.14,235.02,229.44,20671400.00
2015-09-06,234.87,242.91,239.84,234.68,25473700.00
2015-09-07,239.93,242.11,239.85,238.72,21192200.00
2015-09-08,239.85,245.78,243.61,239.68,26879200.00
2015-09-09,243.41,244.42,238.17,237.82,23635700.00
2015-09-10,238.34,241.29,238.48,235.79,21215500.00
2015-09-11,238.33,241.17,240.11,238.33,19224700.00
2015-09-12,239.85,240.12,235.23,234.75,17962600.00
2015-09-13,235.24,235.93,230.51,229.33,18478800.00
2015-09-14,230.61,232.44,230.64,227.96,20997800.00
2015-09-15,230.49,259.18,230.30,229.82,19177800.00
2015-09-16,230.25,231.21,229.09,227.40,20144200.00
2015-09-17,229.08,230.29,229.81,228.93,18935400.00
2015-09-18,233.52,234.35,232.98,232.18,20242200.00
2015-09-19,232.86,233.21,231.49,231.09,12712600.00
2015-09-20,231.40,232.37,231.21,230.91,14444700.00
2015-09-21,231.22,231.22,227.09,226.52,19678800.00
2015-09-22,226.97,232.39,230.62,225.12,25009300.00
2015-09-23,230.94,231.84,230.28,229.59,17254100.00
2015-09-24,230.36,235.65,234.53,230.29,25097800.00
2015-09-25,234.36,237.43,235.14,233.68,22363600.00
2015-09-26,235.08,235.40,234.34,233.36,13724100.00
2015-09-27,234.14,234.53,232.76,232.48,14179900.00
2015-09-28,232.84,239.34,239.14,232.47,24713000.00
2015-09-29,239.02,239.80,236.69,235.93,22691300.00
2015-09-30,236.64,237.73,236.06,235.63,19743500.00
2015-10-01,236.00,238.45,237.55,235.62,20488800.00
2015-10-02,237.26,238.54,237.29,236.60,19677900.00
2015-10-03,237.20,239.32,238.73,236.94,16482700.00
2015-10-04,238.53,238.97,238.26,237.94,12999000.00
2015-10-05,238.15,240.38,240.38,237.04,23335900.00
2015-10-06,240.36,246.93,246.06,240.14,27535100.00
2015-10-07,246.17,246.68,242.97,242.59,22999200.00
2015-10-08,243.07,244.25,242.30,242.18,18515300.00
2015-10-09,242.50,244.23,243.93,242.12,17353100.00
2015-10-10,243.74,245.32,244.94,243.07,15912700.00
2015-10-11,244.74,247.24,247.05,244.15,16827300.00
2015-10-12,246.88,247.45,245.31,245.18,17388300.00
2015-10-13,245.20,250.24,249.51,243.76,28198500.00
2015-10-14,249.49,254.27,251.99,248.90,27462600.00
2015-10-15,252.11,255.96,254.32,252.05,25223500.00
2015-10-16,254.30,266.14,262.87,253.93,35901500.00
2015-10-17,262.75,273.58,270.64,262.37,43199600.00
2015-10-18,270.91,271.67,261.64,260.78,22434300.00
2015-10-19,261.86,264.82,263.44,260.95,25258800.00
2015-10-20,263.57,270.83,269.46,263.23,30889800.00
2015-10-21,269.31,270.77,266.27,263.84,25637300.00
2015-10-22,266.50,276.51,274.02,266.14,37808600.00
2015-10-23,273.65,278.68,276.50,273.54,29442500.00
2015-10-24,276.50,281.71,281.65,276.50,25942400.00
2015-10-25,281.45,294.06,283.68,281.45,45717100.00
2015-10-26,283.63,285.30,285.30,280.51,32108800.00
2015-10-27,285.18,296.21,293.79,285.01,46331800.00
2015-10-28,293.70,306.33,304.62,293.70,50808100.00
2015-10-29,304.32,318.17,313.86,301.82,64495900.00
2015-10-30,313.94,334.17,328.02,313.94,78305000.00
2015-10-31,328.51,332.78,314.17,309.25,48598100.00
2015-11-01,315.01,327.47,325.43,311.88,37001100.00
2015-11-02,325.94,365.36,361.19,323.21,101918000.00
2015-11-03,361.87,417.90,403.42,357.65,206162000.00
2015-11-04,403.66,495.56,411.56,380.55,263900000.00
2015-11-05,408.08,447.56,386.35,374.58,151824992.00
2015-11-06,388.05,395.84,374.47,354.02,122687000.00
2015-11-07,374.27,390.59,386.48,372.43,56625100.00
2015-11-08,384.28,389.89,373.37,368.70,51817600.00
2015-11-09,374.32,385.28,380.26,362.89,68224400.00
2015-11-10,379.98,381.39,336.82,329.11,95797904.00
2015-11-11,339.82,340.58,311.08,301.00,107070000.00
2015-11-12,314.08,345.08,338.15,313.36,78477800.00
2015-11-13,338.50,340.91,336.75,326.08,52003000.00
2015-11-14,336.62,338.18,332.91,329.97,38612000.00
2015-11-15,333.05,334.66,320.17,317.49,44213100.00
2015-11-16,319.73,331.63,330.75,315.90,47980100.00
2015-11-17,330.36,338.35,335.09,329.61,51001600.00
2015-11-18,334.59,336.53,334.59,330.64,43783800.00
2015-11-19,334.68,335.33,326.15,325.27,45011100.00
2015-11-20,326.41,326.47,322.02,312.22,53152900.00
2015-11-21,322.09,328.16,326.93,319.60,28200500.00
2015-11-22,326.98,327.01,324.54,321.26,23439400.00
2015-11-23,324.35,325.12,323.05,321.29,27478900.00
2015-11-24,323.01,323.06,320.05,318.12,29362600.00
2015-11-25,320.05,329.13,328.21,316.77,41666900.00
2015-11-26,328.30,366.76,352.68,328.23,106105000.00
2015-11-27,351.86,363.59,358.04,347.87,55179100.00
2015-11-28,357.14,359.54,357.38,352.17,36816600.00
2015-11-29,357.47,371.94,371.29,355.67,40409300.00
2015-11-30,371.44,382.36,377.32,370.38,71701600.00
2015-12-01,377.41,378.93,362.49,356.56,60452200.00
2015-12-02,361.85,362.23,359.19,349.46,54160500.00
2015-12-03,359.33,370.27,361.05,357.41,50714900.00
2015-12-04,361.26,363.52,363.18,355.76,35784100.00
2015-12-05,363.72,389.79,388.95,363.23,66282200.00
2015-12-06,389.55,402.81,388.78,387.09,77762000.00
2015-12-07,389.98,399.97,395.54,385.41,63455800.00
2015-12-08,395.75,415.56,415.56,389.95,57801400.00
2015-12-09,414.44,423.12,417.56,406.29,90917200.00
2015-12-10,417.99,419.51,415.48,411.55,52138900.00
2015-12-11,415.28,451.94,451.94,415.28,110944000.00
2015-12-12,452.33,469.10,435.00,410.74,131969000.00
2015-12-13,431.66,441.68,433.76,426.27,55050600.00
2015-12-14,433.27,447.14,444.18,430.46,130496000.00
2015-12-15,443.88,465.32,465.32,443.88,83121104.00
2015-12-16,465.21,465.21,454.93,443.85,107944000.00
2015-12-17,454.78,457.86,456.08,448.86,47978400.00
2015-12-18,455.85,465.18,463.62,454.94,60220100.00
2015-12-19,463.55,465.58,462.32,456.77,47892700.00
2015-12-20,462.23,462.64,442.68,434.34,75409400.00
2015-12-21,442.84,444.73,438.64,427.31,77639696.00
2015-12-22,437.44,443.69,436.57,435.52,50840400.00
2015-12-23,436.72,444.53,442.40,436.62,47161400.00
2015-12-24,443.09,458.46,454.98,443.08,57157200.00
2015-12-25,454.86,458.30,455.65,452.08,39078500.00
2015-12-26,455.76,457.49,417.27,405.76,116166000.00
2015-12-27,416.51,424.01,422.82,408.88,53591200.00
2015-12-28,423.34,429.77,422.28,418.48,49638600.00
2015-12-29,422.10,432.98,432.98,420.63,51596500.00
2015-12-30,433.30,434.39,426.62,422.08,46889400.00
2015-12-31,425.88,432.92,430.57,418.73,45996600.00
2016-01-01,430.72,436.25,434.33,427.52,36278900.00
2016-01-02,434.62,436.06,433.44,431.87,30096600.00
